CUSIP NO,ASTRK,ISSUER NAME,ISSUER DESCRIPTION,STATUS
092667 10 4,*,BLADE AIR MOBILITY INC,CL A COM,
092667 90 4,,BLADE AIR MOBILITY INC,CALL,
092667 95 4,,BLADE AIR MOBILITY INC,PUT,
092667 11 2,,BLADE AIR MOBILITY INC,*W EXP 05/07/202,
09290C 10 3,,BLACKROCK ETF TRUST,US EQT FACTOR,
09290C 20 2,*,BLACKROCK ETF TRUST,FUTURE INVTR ETF,DELETED
09290C 90 2,,BLACKROCK ETF TRUST,CALL,DELETED
09290C 95 2,,BLACKROCK ETF TRUST,PUT,DELETED
09290C 30 1,*,BLACKROCK ETF TRUST,FUTURE TECH ETF,
09290C 90 1,,BLACKROCK ETF TRUST,CALL,
09290C 95 1,,BLACKROCK ETF TRUST,PUT,
09290C 40 0,*,BLACKROCK ETF TRUST,FUTUR HEALTH ETF,
09290C 90 0,,BLACKROCK ETF TRUST,CALL,
09290C 95 0,,BLACKROCK ETF TRUST,PUT,
09290C 50 9,*,BLACKROCK ETF TRUST,US CARBON TRANS,
09290C 90 9,,BLACKROCK ETF TRUST,CALL,
09290C 60 8,*,BLACKROCK ETF TRUST,WORLD EX US CARB,
09290C 90 8,,BLACKROCK ETF TRUST,CALL,
09290C 95 8,,BLACKROCK ETF TRUST,PUT,
09290C 70 7,,BLACKROCK ETF TRUST,FUTURE CLIMATE,
09290C 80 6,,BLACKROCK ETF TRUST,FUTURE US THEMES,
09290C 85 5,,BLACKROCK ETF TRUST,LARGE CAP CORE E,ADDED
09290C 86 3,,BLACKROCK ETF TRUST,ADVANTAGE LRG CP,
09290C 87 1,,BLACKROCK ETF TRUST,LARGE CAP VALUE,
09290C 88 9,,BLACKROCK ETF TRUST,FUT FIN AND TECH,
09352U 10 8,*,BLEND LABS INC,CL A,
09352U 90 8,,BLEND LABS INC,CALL,
09352U 95 8,,BLEND LABS INC,PUT,
09354A 10 0,*,BLINK CHARGING CO,COM,
09354A 90 0,,BLINK CHARGING CO,CALL,
09354A 95 0,,BLINK CHARGING CO,PUT,
093671 10 5,*,BLOCK H & R INC,COM,
093671 90 5,,BLOCK H & R INC,CALL,
093671 95 5,,BLOCK H & R INC,PUT,
093712 AH 0,,BLOOM ENERGY CORP,NOTE  2.500% 8/1,
093712 10 7,*,BLOOM ENERGY CORP,COM CL A,
093712 90 7,,BLOOM ENERGY CORP,CALL,
093712 95 7,,BLOOM ENERGY CORP,PUT,
094235 AB 4,,BLOOMIN BRANDS INC,NOTE  5.000% 5/0,
094235 10 8,*,BLOOMIN BRANDS INC,COM,
094235 90 8,,BLOOMIN BRANDS INC,CALL,
094235 95 8,,BLOOMIN BRANDS INC,PUT,
095229 10 0,*,AVANTAX INC,COM,DELETED
095229 90 0,,AVANTAX INC,CALL,DELETED
095229 95 0,,AVANTAX INC,PUT,DELETED
09523Q 30 9,*,BLUE APRON HLDGS INC,COM,DELETED
09523Q 90 9,,BLUE APRON HLDGS INC,CALL,DELETED
09523Q 95 9,,BLUE APRON HLDGS INC,PUT,DELETED
09661T 82 6,,BNY MELLON ETF TRUST,GLOBAL INFRASCTR,
09661T 83 4,,BNY MELLON ETF TRUST,CONCENTRATED INT,
09661T 84 2,,BNY MELLON ETF TRUST,RESPONSIBLE HORI,
09661T 85 9,,BNY MELLON ETF TRUST,ULTRA SHORT INCM,
09661T 86 7,,BNY MELLON ETF TRUST,SUSTAINABLE US,
09661T 87 5,,BNY MELLON ETF TRUST,SUSTAINABLE INTL,
09661T 88 3,,BNY MELLON ETF TRUST,SUSTAINABLE GBL,
09662E 10 9,,BNY MELLON STRATEGIC MUN BD,COM,
09662W 10 9,,BNY MELLON MUN BD INFRASTRUC,COM SHS,
097023 10 5,*,BOEING CO,COM,
097023 90 5,,BOEING CO,CALL,
097023 95 5,,BOEING CO,PUT,
097235 10 5,,BOGOTA FINL CORP,COM,
09739D 10 0,*,BOISE CASCADE CO DEL,COM,
09739D 90 0,,BOISE CASCADE CO DEL,CALL,
09739D 95 0,,BOISE CASCADE CO DEL,PUT,
097702 10 4,,BOLT BIOTHERAPEUTICS INC,COM,
09789C 10 1,*,BONDBLOXX ETF TRUST,USD HI YLD CONSU,
09789C 90 1,,BONDBLOXX ETF TRUST,CALL,
09789C 95 1,,BONDBLOXX ETF TRUST,PUT,
09789C 20 0,*,BONDBLOXX ETF TRUST,USD HI YLD NON C,
09789C 90 0,,BONDBLOXX ETF TRUST,CALL,
09789C 95 0,,BONDBLOXX ETF TRUST,PUT,
09789C 30 9,*,BONDBLOXX ETF TRUST,USD HI YLD FINAN,
09789C 90 9,,BONDBLOXX ETF TRUST,CALL,
09789C 95 9,,BONDBLOXX ETF TRUST,PUT,
09789C 40 8,*,BONDBLOXX ETF TRUST,USD HI YLD HEALT,
09789C 90 8,,BONDBLOXX ETF TRUST,CALL,
09789C 95 8,,BONDBLOXX ETF TRUST,PUT,
09789C 50 7,*,BONDBLOXX ETF TRUST,USD HI YLD TELEC,
09789C 90 7,,BONDBLOXX ETF TRUST,CALL,
09789C 95 7,,BONDBLOXX ETF TRUST,PUT,
09789C 60 6,*,BONDBLOXX ETF TRUST,USD HI YLD INDUS,
09789C 90 6,,BONDBLOXX ETF TRUST,CALL,
09789C 95 6,,BONDBLOXX ETF TRUST,PUT,
09789C 70 5,,BONDBLOXX ETF TRUST,BB RT USD HI YLD,
09789C 77 0,*,BONDBLOXX ETF TRUST,USD HIGH YIELD B,
09789C 90 0,,BONDBLOXX ETF TRUST,CALL,
09789C 95 0,,BONDBLOXX ETF TRUST,PUT,
09789C 78 8,,BONDBLOXX ETF TRUST,BLOOMBERG SIX MN,
09789C 79 6,,BONDBLOXX ETF TRUST,BLOOMBERG TWENTY,
09789C 80 4,,BONDBLOXX ETF TRUST,B RT USD HI YLD,
09789C 81 2,,BONDBLOXX ETF TRUST,BLOOMBERG TEN YR,
09789C 82 0,,BONDBLOXX ETF TRUST,BLOOMBERG SEVEN,
09789C 83 8,,BONDBLOXX ETF TRUST,BLOOMBERG FVE YR,
09789C 84 6,,BONDBLOXX ETF TRUST,BLOOMBERG THREE,
09789C 85 3,,BONDBLOXX ETF TRUST,BLOOMBERG TWO YR,
